SIGUN_NM,SERVC_NM,SPORT_TARGET,SERVC_RINK_ADDR,CHARGE_DEPT_NM,APLCATN_METH,SPORT_CYCL
여주시,저소득장애인가구 국민건강보험료 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003286&wlfareInfoReldBztpCd=02,경기도 여주시 문화복지국 복지행정과,,월
여주시,공공근로사업 추진,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004252&wlfareInfoReldBztpCd=02,경기도 여주시 문화경제국 일자리경제과,방문,월
,경기북부 특화형 일자리 매칭 패키지 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006126&wlfareInfoReldBztpCd=02,경기도 경제실 경제기획관 일자리경제정책과,인터넷,월
구리시,청년구직자 면접정장 대여사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004679&wlfareInfoReldBztpCd=02,경기도 구리시 경제재정국 일자리경제과,인터넷,수시
안양시,법정저소득 및 셋째아이상 원아 입학준비금 지원,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003354&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 교육청소년과,방문,1회성
하남시,아동 치과주치의 의료지원 사업,"다문화·탈북민, 한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000840&wlfareInfoReldBztpCd=02,경기도 하남시 보건소 건강증진과,전화,년
군포시,"수도요금감면(수급자,장애인)","장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001394&wlfareInfoReldBztpCd=02,경기도 군포시 수도녹지사업소 수도과,방문,월
,노숙인 자활시설 운영,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003697&wlfareInfoReldBztpCd=02,경기도 복지국 복지사업과,방문,1회성
군포시,저소득취약계층 건강보험료지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001486&wlfareInfoReldBztpCd=02,경기도 군포시 복지국 복지정책과,,월
양평군,공공근로사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003866&wlfareInfoReldBztpCd=02,경기도 양평군 경제산업국 일자리경제과,방문,월
군포시,장애인 생활안정지원,"장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001474&wlfareInfoReldBztpCd=02,경기도 군포시 복지국 노인장애인과,,월
구리시,공공근로사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002138&wlfareInfoReldBztpCd=02,경기도 구리시 경제재정국 일자리경제과,방문,월
군포시,"노숙인 보호 및 지원(응급진료비, 귀향여비 등)",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001949&wlfareInfoReldBztpCd=02,경기도 군포시 복지국 복지정책과,"방문, 전화",1회성
화성시,화성시 청년 부동산 중개보수 및 이사비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006115&wlfareInfoReldBztpCd=02,경기도 화성시 복지국 청년청소년정책과,인터넷,1회성
광명시,광명시 취약계층 대상포진 예방접종 지원사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006108&wlfareInfoReldBztpCd=02,경기도 광명시 보건소 감염병관리과,,1회성
,경기도 분만취약지 임산부 교통비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006107&wlfareInfoReldBztpCd=02,경기도 보건건강국 응급의료과,"방문, 인터넷",1회성
양평군,양평군 치매조기검진비 확대 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006106&wlfareInfoReldBztpCd=02,경기도 양평군 보건소 건강증진과,방문,월
양평군,양평군 치매치료관리비 확대 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006105&wlfareInfoReldBztpCd=02,경기도 양평군 보건소 건강증진과,방문,월
,경기임산부 친환경농산물 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006099&wlfareInfoReldBztpCd=02,경기도 농수산생명과학국 친환경농업과,"인터넷, 방문",수시
안산시,안산시 사회복지기금 생활안정자금 융자사업,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005897&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 복지정책과,방문,1회성
,한부모가족 아동양육비 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005606&wlfareInfoReldBztpCd=02,경기도 여성가족국 가족정책과,"인터넷, 방문",월
화성시,화성시 청년 전월세 보증금 대출이자 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005439&wlfareInfoReldBztpCd=02,경기도 화성시 복지국 청년청소년정책과,인터넷,1회성
이천시,산모신생아 건강관리 서비스 본인부담금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004727&wlfareInfoReldBztpCd=02,경기도 이천시 보건소 건강증진과,방문,1회성
화성시,장애인활동지원 시 추가사업,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004180&wlfareInfoReldBztpCd=02,경기도 화성시 시민복지국 장애인복지과,방문,월
고양시,고양시 한시적 양육비 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004191&wlfareInfoReldBztpCd=02,경기도 고양시 사회복지국 여성가족과,방문,월
,경기도 소상공인 사업정리 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004768&wlfareInfoReldBztpCd=02,경기도 경제투자실 소상공인과,"인터넷, 모바일앱, 우편, 전화, 방문",1회성
안산시,발달장애인 실종예방 안전단말기 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000779&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 장애인복지과,"방문, E-mail",1회성
광명시,신혼부부 및 청년 전월세 대출이자 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004233&wlfareInfoReldBztpCd=02,경기도 광명시 도시재생국 주택과,"방문, 인터넷",년
화성시,신중년 고용지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003995&wlfareInfoReldBztpCd=02,경기도 화성시 기업투자실 사회적경제과,인터넷,분기
,1인 소상공인 고용보험료 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001739&wlfareInfoReldBztpCd=02,경기도 경제투자실 소상공인과,"방문, 팩스, 인터넷, 우편",분기
광명시,경로 목욕 및 이미용권 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003030&wlfareInfoReldBztpCd=02,경기도 광명시 사회복지국 어르신복지과,방문,1회성
오산시,저소득층 성인여성 위생용품 지급,"한부모·조손, 장애인, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002993&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,"방문, 우편",반기
오산시,저소득 한부모가족 안경 구입비 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001044&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,방문,년
오산시,저소득 한부모가족 대학입학금 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002992&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,방문,1회성
수원시,저소득층 선택 예방접종사업,"저소득, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001476&wlfareInfoReldBztpCd=02,경기도 수원시 팔달구보건소,방문,1회성
평택시,산모신생아 건강관리 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001563&wlfareInfoReldBztpCd=02,경기도 평택시 평택보건소 건강증진과,"방문, 인터넷",1회성
오산시,저소득 한부모가정 초·중·고등학생 체험학습비 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001024&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,,년
오산시,저소득 한부모가정 아동발달 지원계좌 지원,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003788&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,방문,월
,노숙인 임시주거 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000715&wlfareInfoReldBztpCd=02,경기도 복지국 복지사업과,방문,1회성
,노숙인 일시보호소 운영,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003696&wlfareInfoReldBztpCd=02,경기도 복지국 복지사업과,,1회성
,노숙인 보호 및 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000690&wlfareInfoReldBztpCd=02,경기도 복지국 복지사업과,,수시
,화성시 무연고 사망자 장제처리,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000283&wlfareInfoReldBztpCd=02,경기도 화성시 복지국 생활보장과,,1회성
구리시,구리시 화장장려금 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003443&wlfareInfoReldBztpCd=02,경기도 구리시 복지문화국 노인장애인복지과,방문,월
,도비 장애수당,"저소득, 장애인",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004070&wlfareInfoReldBztpCd=02,경기도 복지국 장애인복지과,,월
동두천시,중증장애인을 위한 콜 승합차 운영,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000787&wlfareInfoReldBztpCd=02,경기도 동두천시 자치행정국 사회복지과,"방문, 전화",수시
화성시,화성시 저소득주민의 국민건강보험료 등 지원,"저소득, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003400&wlfareInfoReldBztpCd=02,경기도 화성시 시민복지국 생활보장과,,월
남양주시,중증장애인 부모세대자녀의 학원교육비 지원,"장애인, 한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003578&wlfareInfoReldBztpCd=02,경기도 남양주시 복지국 장애인복지과,방문,월
광명시,저소득층 지원사업(차상위계층 등 건강보험료 지원),"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001540&wlfareInfoReldBztpCd=02,경기도 광명시 사회복지국 장애인복지과,,월
하남시,장애인운전면허취득지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001294&wlfareInfoReldBztpCd=02,경기도 하남시 복지문화국 노인장애인복지과,방문,수시
가평군,경로당 활성화 일자리사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001337&wlfareInfoReldBztpCd=02,경기도 가평군 행정복지국 행복돌봄과,방문,분기
안산시,장애인가정 출산지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002712&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 장애인복지과,방문,1회성
안산시,안산시 다자녀 가정 렌터카 지원 사업(넷째아 이상 다자녀 가정 차량(대여) 지원 사업),다자녀,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005919&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 통합돌봄과,인터넷,1회성
오산시,오산시 화장장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005917&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 노인장애인과,"우편, 방문, 팩스, E-mail",1회성
,청소년 학습코칭 및 온라인서비스 제공,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005590&wlfareInfoReldBztpCd=02,경기도 평생교육국 평생교육과,인터넷,기타
수원시,마을사랑방,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005424&wlfareInfoReldBztpCd=02,경기도 수원시 도시개발국 도시재생과,방문,수시
수원시,셰어하우스 CON,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005420&wlfareInfoReldBztpCd=02,경기도 수원시 도시개발국 도시재생과,"E-mail, 인터넷",수시
수원시,수원청년 주거지원 매니저 운영,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005421&wlfareInfoReldBztpCd=02,경기도 수원시 도시개발국 도시재생과,전화,월
수원시,청년ㆍ신혼 희망터치(Touch) 보증금 이자지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005418&wlfareInfoReldBztpCd=02,경기도 수원시 도시개발국 도시재생과,인터넷,년
수원시,역세권 새빛 청년존(Zone),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005413&wlfareInfoReldBztpCd=02,경기도 수원시 도시개발국 도시재생과,"방문, 인터넷",년
의왕시,청년 취업사진 촬영비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005295&wlfareInfoReldBztpCd=02,경기도 의왕시 경제환경국 기업일자리과,인터넷,월
부천시,장애인 출산지원금,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005080&wlfareInfoReldBztpCd=02,경기도 부천시 복지위생국 장애인복지과,방문,1회성
가평군,가평군 신혼부부 주거자금 대출이자 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004881&wlfareInfoReldBztpCd=02,경기도 가평군 기획예산담당관,방문,반기
안산시,한부모가정 일가정양립 가사서비스 지원 사업,한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004862&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 여성보육과,"전화, 방문, 인터넷",월
이천시,장애인활동지원 시추가 지원(자체),장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004722&wlfareInfoReldBztpCd=02,경기도 이천시 복지환경국 노인장애인과,방문,월
시흥시,시흥형 기본교통비 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004680&wlfareInfoReldBztpCd=02,경기도 시흥시 안전교통국 대중교통과,인터넷,분기
안산시,교통약자 바우처 택시운영,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004704&wlfareInfoReldBztpCd=02,경기도 안산시 철도건설교통국 교통정책과,"방문, E-mail, 팩스",수시
,경기도 농어민 기회소득,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004990&wlfareInfoReldBztpCd=02,경기도 농수산생명과학국 농업정책과,"방문, 인터넷",월
김포시,"의료급여 노인틀니, 임플란트 본인부담금 지원사업",저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004121&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 생활보장과,방문,1회성
파주시,출생축하 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001658&wlfareInfoReldBztpCd=02,경기도 파주시 복지정책국 여성가족과,"인터넷, 방문",월
포천시,포천청년 키움옷장(면접정장 무료대여)사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003609&wlfareInfoReldBztpCd=02,경기도 포천시 문화경제국 일자리경제과,인터넷,수시
고양시,직업재활시설 이용장애인 근로보조수당 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001861&wlfareInfoReldBztpCd=02,경기도 고양시 사회복지국 장애인복지과,,분기
오산시,공공치료기관 이용 아동 재활치료비 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001909&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 노인장애인과,방문,년
안양시,북한이탈주민 정착지원을 위한 자격증 취득 수강료 지원사업,다문화·탈북민,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002847&wlfareInfoReldBztpCd=02,경기도 안양시 안전행정국 자치행정과,방문,년
안산시,안산 행복플러스카드,다자녀,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002707&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 통합돌봄과,"방문, 모바일앱",수시
군포시,군포시 저소득층 교육바우처 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001392&wlfareInfoReldBztpCd=02,경기도 군포시 행정지원국 교육체육과,방문,월
안산시,신혼부부 전세자금대출 이자지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002686&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 복지정책과,방문,년
평택시,저소득층 및 사회복지시설 생활자 지원사업(명절위로금),저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001308&wlfareInfoReldBztpCd=02,경기도 평택시 복지국 복지정책과,,반기
오산시,저소득 한부모가정 지원 (연료비),한부모·조손,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003789&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 가족보육과,,년
가평군,"국가유공자 명예수당(참전명예수당,보훈명예수당,사망위로금) 지급",보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004143&wlfareInfoReldBztpCd=02,경기도 가평군 행정복지국 복지정책과,방문,월
오산시,오산시 초등학교 입학축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005934&wlfareInfoReldBztpCd=02,경기도 오산시 복지교육국 평생교육과,"인터넷, 방문",년
여주시,여주시 산후조리비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005933&wlfareInfoReldBztpCd=02,경기도 여주시 보건소 건강증진과,"방문, 인터넷",수시
파주시,전세사기피해자 주거안정 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005929&wlfareInfoReldBztpCd=02,경기도 파주시 건축주택국 주택과,방문,1회성
파주시,파주시 저소득 어린이 청소년 교통비 지원,"한부모·조손, 저소득",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005921&wlfareInfoReldBztpCd=02,경기도 파주시 도로교통국 버스정책과,인터넷,분기
군포시,군포시 초등학교 입학축하금,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005615&wlfareInfoReldBztpCd=02,경기도 군포시 행정지원국 교육체육과,"방문, 인터넷",1회성
의왕시,청년 이사비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005293&wlfareInfoReldBztpCd=02,경기도 의왕시 경제환경국 기업일자리과,인터넷,1회성
의왕시,의왕시 청년취업활동지원금 지급사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005292&wlfareInfoReldBztpCd=02,경기도 의왕시 경제환경국 기업일자리과,인터넷,년
안산시,"저소득 건강보험료 지원(노인, 장애인, 한부모)","장애인, 한부모·조손",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004910&wlfareInfoReldBztpCd=02,경기도 안산시 복지국 노인복지과,,월
여주시,여주시 부양자 부양지원금 지원 사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004774&wlfareInfoReldBztpCd=02,경기도 여주시 행복지원국 사회복지과,방문,년
여주시,노인 성인용보행기 비용 지원,저소득,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003819&wlfareInfoReldBztpCd=02,경기도 여주시 행복지원국 사회복지과,방문,1회성
의왕시,의왕청년든든 신용회복지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004339&wlfareInfoReldBztpCd=02,경기도 의왕시 경제환경국 기업일자리과,"방문, E-mail",1회성
포천시,포천시 출산축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004036&wlfareInfoReldBztpCd=02,경기도 포천시 문화복지국 가족여성과,"방문, 인터넷",월
김포시,임신축하금 지급,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004512&wlfareInfoReldBztpCd=02,경기도 김포시 보건소 보건사업과,"방문, 인터넷",월
광명시,광명시 초중고등학생 입학 축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001363&wlfareInfoReldBztpCd=02,경기도 광명시 평생학습사업소 교육청소년과,"인터넷, 방문",1회성
여주시,여주시 고령노인 목욕비 및 이미용비 지원사업,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001202&wlfareInfoReldBztpCd=02,경기도 여주시 행복지원국 사회복지과,방문,년
군포시,출산장려금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004284&wlfareInfoReldBztpCd=02,경기도 군포시 생애복지국 여성가족과,"방문, 인터넷",1회성
김포시,출산축하금 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003973&wlfareInfoReldBztpCd=02,경기도 김포시 보건소 보건사업과,"방문, 인터넷",1회성
포천시,출생아 건강보험 가입지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003349&wlfareInfoReldBztpCd=02,경기도 포천시 문화복지국 가족여성과,방문,월
화성시,재해구호,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003706&wlfareInfoReldBztpCd=02,경기도 화성시 시민복지국 복지정책과,,1회성
안산시,지역일자리창출지원(동특화사업),,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000965&wlfareInfoReldBztpCd=02,경기도 안산시 기획경제실 노동일자리과,,월
안양시,장애인가정 출산장려금 지원,장애인,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002478&wlfareInfoReldBztpCd=02,경기도 안양시 복지문화국 장애인복지과,방문,수시
김포시,국가유공자 위문,보훈대상자,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001601&wlfareInfoReldBztpCd=02,경기도 김포시 복지국 복지정책과,방문,월
고양시,효 가정 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001419&wlfareInfoReldBztpCd=02,경기도 고양시 사회복지국 노인복지과,방문,월
부천시,셋째아 이상 출산 가정 산모·신생아 건강관리 지원사업,다자녀,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002576&wlfareInfoReldBztpCd=02,경기도 부천시 부천시보건소 건강증진과,방문,1회성
하남시,만61~64세 고혈압당뇨병등록환자 치료비 지원,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000839&wlfareInfoReldBztpCd=02,경기도 하남시 보건소 건강증진과,,월
